Region,Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Humidity,Altitude,Wind_Speed,Groundwater,Crop_Diversity,Mechanization,Yield_Variance,Avg_Yield,Date
Bihar,1074.9066404461062,26,51.81696970376232,6.7,66.26628887321789,36.71006326027023,39.3097219985671,70.61726768492716,4873.522017692061,175,,7.8,70.58376630737175,121.90058470279212,7,16.678988846399992,0.68,0.6698350509089482,0.2461151093788496,3.9862166257907905,2023/03/01
Kerala,1703.3434207111984,26,65.23665402491011,5.8,86.36926293932734,43.19198915176766,39.638003654299716,73.21065217092436,3338.6326086755207,210,13,6.5,80.37368910571466,-498.00620483143615,5,9.838917398349775,0.8,0.587609560794701,0.20502483889155906,4.038762619627391,2023/04/01
Punjab,610.099067480894,24,45.3849126434476,7.2,80.18274880107609,40.48769797276369,44.68615956849377,94.67653411607043,4454.863300903499,9999 INR,12,8h,62.773398592329244,265.1423720128308,10,14.964207421274786,0.75,0.9257284161995826,0.16143898331311943,4.512767874586587,2023-01-01
Karnataka,763.6580631028708,27,41.918241227114,6.8,60.42313391470381,31.266557185066077,33.22559777962973,59.164412509702736,4291.937395732119,165,9,8.5,57.6596618955506,641.8063670129313,11,,0.65,0.7113380098344221,0.237455016549832,3.6617436081709376,04/01/23
Uttar Pradesh,852.3041076650682,26C,54.19079969434994,6.8,60.03037332218998,35.31642557758841,38.36759046465287,73.81752927199585,4551.389425724064,one eighty,10,7.5,67.41852660550367,133.28926976766417,8,18.935493485246923,0.65,0.7086686582538139,0.20530589287286324,,02-01-2023
Gujarat,591.2079778724511,29,35.413128130227236,14.5,52.09426011788445,26.40792710187526,32.32688116838289,54.44895105991013,3544.6080204571945,150,8,9,45.748011110634614,207.36670888132232,13,24.271281220480475,0.58,0.6790926325980577,0.2827423038862995,2.6484440621309666,2023-03-01
Bihar,1049.3127175099673,26,54.55618772503901,6.7,71.4306392084533,34.81261528775924,40.26779492684474,68.66092379537926,4957.57840134383,175,,7.8,70.10954368594818,116.77119430258256,7,17.404424927980386,0.68,0.5999332953957893,0.2373526495429027,3.7137353627180327,2023/03/01
Bihar,1068.2105717889629,26,53.02505661745258,6.7,69.6824780719474,36.056938391630894,37.43579681255764,67.21013202184686,5318.40692739154,175,,7.8,70.51953837974409,123.14835838409793,7,15.916689383448395,0.68,0.6091476179707894,0.2458039983697348,3.380031550267923,2023/03/01
Karnataka,661.9462958962935,27,38.51237419051344,6.8,62.58679155395734,32.075009079041536,34.35491010871405,58.8664890466735,4155.452266137134,165,9,8.5,60.12779209552089,544.7566147752501,11,,0.65,0.7358686247294977,0.23298348252479903,3.3389365037152996,04/01/23
Telangana,804.34789157079,29,40.48537005205677,7.1,66.09056675221926,29.513163808517817,31.92305133438204,65.27859228056468,3640.183393987369,170,9,8.7,60.16380481904899,314.0855162282527,10,20.694151884660936,0.63,0.7016851604617318,,3.4879045470252965,2023-04-01
Karnataka,799.878070190635,27,39.259481655837206,6.8,66.19982289944399,32.123117020557785,36.34817937506374,61.2837838191681,3960.1033748220843,165,9,8.5,62.98445098146736,632.0879847999697,11,,0.65,0.768220767543185,0.22118101884128055,3.627409112508722,04/01/23
Uttar Pradesh,933.8824331841851,26C,47.58858884964717,6.8,71.01361497987149,36.19334807522899,43.158501818399095,69.65750148548099,4813.092094987481,one eighty,10,7.5,60.66652161057766,160.11542428652737,8,17.739243555643792,0.65,0.7347230000274153,0.21639890381412108,,02-01-2023
Assam,2052.1114137122067,25,75.38162115264676,5.5,97.11458589135763,47.54886103791832,48.05301590773604,,3104.1673636470796,200,11,6,91.82295133778587,77.01728430481307,5,11.699779841952397,0.78,0.5395638599640119,0.1830295978553035,3.904445579164748,2023-04-01
Uttarakhand,,22,54.50675129249153,6.4,56.22823801511678,30.312972503909464,33.81980790031821,54.81659434968148,2281.7998884882477,price not available,8,7.2,73.16253130287811,1001.3802437116889,7,12.504054185527142,0.76,0.6547608980064635,0.17770560019011616,3.4556945864430006,2023-04-01
Karnataka,805.4997281306013,27,39.953907609880126,6.8,64.76441664312918,31.240986798749258,32.270747506005115,64.19447613427509,4327.850736451924,165,9,8.5,61.993545834404095,588.6198303362462,11,,0.65,0.7285354050675656,0.23104603653368813,3.417540218219783,04/01/23
Haryana,619.8856607988924,25,,7.5,73.16977631590701,38.36591864943412,41.449850265545706,90.72416209271192,3842.1466180390207,210 USD,eleven,8.2,58.15588250483468,220.76106371567536,11,13.436084237528458,0.7,0.835691681793566,0.17042658517980258,4.274494833921674,2023/02/01
Haryana,637.0205706800863,25,,7.5,73.35199642787701,38.337265345012234,45.47570650451868,92.49186629339742,3903.7248872048085,210 USD,eleven,8.2,56.07508664347565,241.3575753600807,11,14.013165596247854,0.7,0.8001090290633769,0.17991550005845364,3.639070768939448,2023/02/01
Assam,1851.5712069611357,25,67.72855417978626,5.5,91.4815128866539,45.02954318787244,50.24686762044067,,2956.8736223752067,200,11,6,86.44224028705392,82.74243384160135,5,13.02355538509353,0.78,0.5198629531346335,0.17540174675397013,3.6271182376496998,2023-04-01
Bihar,1088.7175082049455,26,52.10843772075948,6.7,75.94242119140485,34.287075278573575,37.37247004140576,72.13066641513345,4947.439987441314,175,,7.8,62.517241904697194,130.0801352607985,7,16.43965003869141,0.68,0.6122220615370291,0.23101019352948968,3.334697548459837,2023/03/01
Tamil Nadu,800.3926208805349,29,38.7752420411645,7.0,61.734015849193675,32.37797931554788,36.852271170881146,83.0749684261018,1040903.1330773802,200,12,9,65.10567679448552,195.58175006007207,9,11.328041520285971,0.7,0.8164318512645697,0.16229509826146896,4.011429212577754,2023-04-01
punjab,684.6836061829256,,42.39979495314598,seven.two,81.01367910482772,41.95910100680222,43.16286933172473,97.81652927443204,4185.262647276137,9999,12,8 hours,60.975383233310446,252.64032703026726,10,15.51599804246112,75%,0.8628294741115952,0.1476805851609991,4.599920666340069,01/01/23
Telangana,805.4615509118843,29,42.76639376188206,7.1,59.493501426034015,32.40325683267239,36.78631151808762,70.58245569323383,3975.224791048882,170,9,8.7,61.60484679699231,273.23814744533246,10,20.210561405680536,0.63,0.7256056514956204,,3.2915184368335524,2023-04-01
Telangana,688.3487694737953,29,43.20700106469817,7.1,60.527505923008825,29.418388580261546,34.655963869254336,66.27959410958405,4058.0286814241904,170,9,8.7,56.67218974196141,287.27467036214955,10,20.869050739255144,0.63,0.6821278047796688,,3.301701153731265,2023-04-01
Maharashtra,699.2698795417235,120,38.32757615428177,6.5,52.15650850039397,29.40181883950458,37.782655561131776,53.0608076328138,4874.548370997687,160,9,8.5h,54.81884995056636,399.93266059518436,12,20.32769241883458,0.6,0.6823095648734465,0.2371445593403237,3.4423397875423394,"March 1, 2023"
Telangana,713.6201345916364,29,40.76204400447168,7.1,65.2427442957105,28.68236142609443,34.22098627844324,66.85047430857645,3964.358263881415,170,9,8.7,60.94517388566723,271.5931427065922,10,20.758036982424734,0.63,0.7021426265691375,,3.374971404084887,2023-04-01
Assam,1920.9650916295873,25,69.88211309924134,5.5,92.08123679934037,50.8331946031984,48.002101852721616,,3237.011552512,200,11,6,89.43854338182955,80.91960213930535,5,13.216924904218263,0.78,0.5647942545058399,0.18233995920286045,3.666911755834664,2023-04-01
Maharashtra,732.6790374567919,120,37.13638817370254,6.5,60.093558308394016,27.04592637446821,34.39156827973243,54.38994907827258,4375.626108241265,160,9,8.5h,55.158981798579624,389.6643995377648,12,20.51209081169353,0.6,0.5613458129900507,0.2561599461076474,3.3124941742503666,"March 1, 2023"
Bihar,1128.4999505524786,26,55.049259935241956,6.7,71.86286995557425,37.153397889576645,38.11769995585556,66.3536416671194,5052.0947390181345,175,,7.8,71.28081606747337,105.89014098821961,7,14.827491741958827,0.68,0.6068761077154908,0.2529792126601684,3.802713524833649,2023/03/01
Jharkhand,1059.677343344219,26,51.411210210014445,6.7,67.35825275782189,35.300371586796246,36.20524325676499,55.33925730858224,3775.2529774933323,160,9,7.8,68.28426334976704,244.42232839319323,fast,18.077547264791196,0.66,0.596472281314025,0.2373449883547766,3.239826635922987,2023-04-01
Madhya Pradesh,866.1815248281328,27,46.0616404139994,6.9,,32.93998470267684,36.85592037576207,63.326967644541114,4788.540650978001,170,9,8,61.502303441171186,300.32989021797573,10,17.71435990634725,0.62,0.6176308066609028,0.1836778346154507,3.0736189633830744,01-03-23
Kerala,1778.3519718584796,26,63.45573286482261,5.8,88.17763861306223,45.52158591064769,45.13775273153851,69.0969595486034,2940.302207484842,210,13,6.5,92.05342289465189,-495.8556824789266,5,10.072513247562368,0.8,0.5241933000243961,0.19750093196012652,3.995902325280283,2023/04/01
Madhya Pradesh,846.5271736800519,27,48.165894667428326,6.9,,32.433642258452586,39.82539785263134,61.64325007455457,4619.266279122426,170,9,8,61.55006145958163,315.31642459082167,10,17.834145241887086,0.62,0.6083826937648499,0.18533367226042372,3.379332542003047,01-03-23
Odisha,1120.8484101723925,27,51.29024231164952,6.6,77.29189524369647,36.816452951454636,790.2845612359994,67.36154905570818,4127.684114941231,180,10,7.8,74.91247269880994,114.3523304310913,8,14.403251427549835,0.7,0.6646216148167923,0.2346120814543111,3.963629370727266,2023-04-01
West Bengal,1408.0401771963298,25,56.806548653680515,6.5,80.90318659243542,39.98920181410173,38.1005090174939,85.20581172338072,4828.271268699797,190,11,7.5,,92.8252124279869,6,12.918081615459323,0.72,0.6722636551220569,0.18699821938235997,4.040999330850021,03/01/2023
Odisha,1079.0576388090008,27,54.77385260252156,6.6,72.83133174533805,36.509107886250426,824.8081406559094,72.40809460433772,3845.643191264127,180,10,7.8,71.93268260988823,114.13562562107829,8,15.371542650560668,0.7,0.6220979753105166,0.231246655324604,4.116913950059498,2023-04-01
Andhra Pradesh,837.8054113447256,28,47.43874703504671,6.9,70.93811659368795,34.62202690792727,39.53662457830201,78.82055851894455,4141.252669583897,185,10,8.5,64.643217224188,159.07196985504467,9,16.426034215301193,0.68,,0.18258323028765053,3.810049001355222,01-Apr-2023
Assam,2002.3371982275394,25,71.2188135272746,5.5,84.32047187927466,45.295846629655735,47.70161554132225,,3112.747837895663,200,11,6,88.56592716560044,77.24220587002856,5,12.886622717349239,0.78,0.5682852901388676,0.1963323240556799,4.002681928209331,2023-04-01
Maharashtra,672.76780544265,120,40.00715346410215,6.5,60.589565303094865,29.52787407220066,32.78655833847537,55.41411634112807,4475.184236665393,160,9,8.5h,54.391519789036316,405.84101676124766,12,20.254144747212408,0.6,0.6249423813777422,0.2446586820964309,3.2371995878722815,"March 1, 2023"
Karnataka,817.9439120414378,27,38.44751268070799,6.8,68.50173900421328,31.329375556289015,34.3634613410476,59.46900277859074,4150.359667567255,165,9,8.5,62.68420232230584,555.4952705959801,11,,0.65,0.7571781468315971,0.23296052706188006,3.789679158567482,04/01/23
Madhya Pradesh,828.365121988671,27,50.37540434185835,6.9,,32.69124145210421,34.08850684623278,69.09190222598096,4292.328018449917,170,9,8,66.02760401908624,304.79754590190504,10,16.693744285167863,0.62,0.6428446681614723,0.20000320502349506,4.2026440694461105,01-03-23
Odisha,1180.684196169927,27,55.6143344654988,6.6,73.688253278077,38.650091571786945,808.2037524310764,71.48262202832309,4447.865981802439,180,10,7.8,76.13947954546606,121.26360066401682,8,13.721260197210833,0.7,0.6163172533234244,0.21681755222695193,3.9498073380567815,2023-04-01
Rajasthan,-50.00794507212292,30,29.972994136261644,8.0,49.973312702995614,23.94791415275412,28.76028884216429,38.932605737548826,3245.4060076615638,140,8,,42.06742061975345,298.6637959560828,15,25.6106992828239,0.5,0.6501263405071793,0.28398430105072064,2.4287412804898123,2023.03.01
Punjab,699.3283547687312,24,46.50838996267991,7.2,80.17461689983448,41.240720650732484,46.713770376219344,82.72884232287858,4282.434218927365,9999 INR,12,8h,62.69242064072303,267.39102676394776,10,16.335309281585406,0.75,0.8672047669109902,0.16220783354956825,4.4995732924057155,2023-01-01
Himachal Pradesh,1241.3859764775432,,50.36658501735951,6.5,63.687317460150524,28.000776488428603,31.79588967249561,53.23089202220709,2005.659082672164,140,7,7,60.2616417006874,1275.5369956744364,6,10.006106834879297,0.75,0.7115718012330953,0.15356233646362527,3.1425507820839726,2023-04-01
Assam,2156.0644441237287,25,67.72129423658538,5.5,82.89156055350715,46.4236856996023,48.54817017196385,,3153.527118250752,200,11,6,87.34497650083104,80.06801389665492,5,12.83751939880531,0.78,0.5099701665511622,0.18714310465341416,3.6602995845455046,2023-04-01
Odisha,1160.6112816390694,27,54.668436020553344,6.6,76.65352679522248,36.184033523459796,794.6507916327856,68.07149505854673,4067.2173069933465,180,10,7.8,68.80979091579111,118.03418141335922,8,15.443878991707196,0.7,0.6098389787524479,0.23140402257643286,3.7450923647932655,2023-04-01
Madhya Pradesh,872.360128727681,27,46.98612535555041,6.9,,29.876651879969607,37.07995451518144,61.673733421137776,4537.646473998007,170,9,8,56.390290755557,274.3105460246646,10,18.104930461302263,0.62,0.6520291669977263,0.2116529310667777,3.9327209665735055,01-03-23
Gujarat,564.0156192496181,29,35.22127895972835,14.5,55.55342673430688,28.63057745387766,32.8569918439218,59.66829322193137,3715.962750400807,150,8,9,50.71147746158534,210.80000921686297,13,23.252361221902554,0.58,0.6316196328641557,0.28175232970972436,2.936090779032392,2023-03-01
Haryana,530.9804946595742,25,,7.5,67.51447235919262,36.98729652621035,42.223811488068776,85.61821431128604,4078.090422376047,210 USD,eleven,8.2,54.455997495681,235.30439021647805,11,13.581101503760417,0.7,0.8519458801606542,0.16625975341803442,4.244753247285855,2023/02/01
Tamil Nadu,791.4721245940979,29,41.69742076340131,7.0,68.32178475095247,33.553817549598364,36.33336611818363,83.54109166938602,984017.3553467996,200,12,9,62.45863407494125,189.6591104350461,9,11.316220630380114,0.7,0.7788194207545368,0.16666430128100218,4.2103861596566245,2023-04-01
Assam,1960.282584582374,25,70.33978185334625,5.5,87.60827667851153,45.28482005626686,47.82575143326614,,3364.25875188763,200,11,6,84.85550960780378,77.26602478789603,5,12.915392839432807,0.78,0.5579236822059318,0.17594899009201886,3.849478208368652,2023-04-01
Andhra Pradesh,844.8450903748543,28,43.485918860473014,6.9,66.20958058023139,32.878334902515746,37.76864269055889,68.72950746644696,3917.5660893675577,185,10,8.5,57.83464738217334,140.55715915068708,9,16.04398216564221,0.68,,0.19789102396977087,3.8626734786080967,01-Apr-2023
Karnataka,753.2529438929037,27,38.63061663421353,6.8,69.91204963812766,33.37059226812667,37.318810424116556,61.700508480274806,4279.411477100287,165,9,8.5,61.72363055721895,605.8982008070509,11,,0.65,0.7354557776448613,0.21645043083507337,3.931756066461294,04/01/23
Kerala,1750.4840578188173,26,66.59470378176975,5.8,85.37692147616286,39.08871722652921,42.65692948007541,68.11574733247252,3157.4747009130815,210,13,6.5,79.83746569691358,-449.8666650441267,5,9.978987344833007,0.8,0.6475708136893016,0.2032548681555305,3.8493045060505504,2023/04/01
Gujarat,609.1730051870787,29,37.472091027366666,14.5,52.91465970729042,28.253109902649733,35.38396941310113,56.62881080688046,3650.7134418160467,150,8,9,49.75087517008448,186.54283966746502,13,23.000503863859866,0.58,0.6683753282494798,0.2563854219112806,3.0605290235749565,2023-03-01
Bihar,1191.9724285626123,26,56.36769241120653,6.7,69.99842026622208,35.34858512899176,39.81411519684931,69.32485091337982,5095.645112266931,175,,7.8,68.30855042190782,117.62983786616569,7,14.465022332542862,0.68,0.611843755033826,0.2221518459508841,4.139701739627752,2023/03/01
Jharkhand,1146.84645709332,26,52.892879099609246,6.7,63.73916002916664,31.71116445170802,38.950361814417114,53.50151424553906,3195.079757884538,160,9,7.8,73.01414235593475,264.86915398413527,fast,17.904950056218727,0.66,0.5634838532289301,0.2275215105011361,3.6526702082526117,2023-04-01
Maharashtra,688.7787764485213,120,36.213716697770266,6.5,52.936742537770876,31.7393637090634,36.07581199972513,59.14017514715353,4382.6895222130215,160,9,8.5h,46.75983316477159,424.76564164255376,12,19.593382890461434,0.6,0.6839683925297693,0.25838063104841336,3.126576562073516,"March 1, 2023"
Chhattisgarh,1319.9774850276963,26,56.46419455104434,6.4,77.82226941175686,,40.74291322940071,61.947149556843016,4015.9076561251395,175,9,7.5,78.72021836516629,205.80870614175112,7,14.100029777643064,0.72,0.5504286648200716,0.1982469763702548,4.033271534030084,2023-04-01
Assam,2049.0326848021623,25,73.51589089519828,5.5,83.44887620907022,42.08430463461266,46.62543052388891,,2942.73966250376,200,11,6,89.2628221589331,81.04392736585578,5,12.191806209024987,0.78,0.5697790951869633,0.1700365472894075,3.9297588838221085,2023-04-01
Andhra Pradesh,839.6277649906,28,44.669263197177294,6.9,68.3610878680976,37.969672019247994,37.633264974238365,82.18101487126775,4348.658314169024,185,10,8.5,70.84364934037289,160.49829614388315,9,17.615305936480713,0.68,,0.17959867315156494,3.695068183421887,01-Apr-2023
Maharashtra,674.4711079064783,120,40.021781932476124,6.5,58.3633839910743,28.60732782683211,37.673140059317355,51.02900371646506,4707.181006166037,160,9,8.5h,49.968166477044214,400.88138950926276,12,19.953026430820376,0.6,0.6819901072826476,0.22220183482054048,3.063417071695987,"March 1, 2023"
